Product ID,Product Name,Description,Price,Status,Customer ID,Created Date
1477a26f-3bc7-49ed-8de5-53da51dc10ca,Conference Camera Premium,360-degree conference room camera,£322.23,Available,9922d7c0-c487-480d-9e5a-61ee8bd3a886,2025-10-29
a3ee5df0-3ee4-4203-85ad-3b5f0533d55b,Conference Camera Pro,360-degree conference room camera,£280.89,Available,e79a0369-83e1-4c23-8160-5f3520133d42,2025-10-29
f1006f8c-c30c-4b9f-900c-75b0546e7c53,Conference Camera Standard,360-degree conference room camera,£352.86,Available,9ce798cc-c169-4859-bdff-49275d3c2dc3,2025-10-29
3b6ee19e-cd1a-41dc-95d1-792035d34b3f,Controller Premium,Wireless gaming controller,£70.88,Unavailable,9a13a590-09c9-43f0-b964-7d449e104262,2025-10-29
dbf928c5-fbf0-43c8-bb58-026d3dc46cff,Controller Pro,Wireless gaming controller,£83.83,Available,6aefd317-efef-4a70-ac1e-617d716f6822,2025-10-29
b7f8e32a-1995-4bf0-8c63-314ac847d189,Controller Standard,Wireless gaming controller,£83.44,Available,4bc4f657-7feb-4e6d-af30-77ce53f935bd,2025-10-29
165ff550-6526-41e2-8b66-af3a8ed8035d,CPU Processor Premium,Latest generation multi-core processor,£378.56,Available,ca95baf1-80fa-48ad-b917-98c799f9df35,2025-10-29
d139121e-16af-4d63-b5bf-69f653fef1ee,CPU Processor Pro,Latest generation multi-core processor,£419.90,Available,1624fcc1-d3bd-41e2-a645-6085cc172ce1,2025-10-29
e1fb031e-56fb-45c9-b3f1-156220dfb9e3,CPU Processor Standard,Latest generation multi-core processor,£363.49,Available,bd6c7d57-73fe-4810-afc0-93c7d863dff8,2025-10-29
8cd90848-016f-4d8a-83f6-12b5fb3680b0,Database Software Elite,Enterprise database management system,£330.19,Unavailable,66217f42-faa2-4bce-a049-39732f507ef8,2025-10-29
867d51b0-2366-4b34-ab19-f8465fecd2ad,Database Software Premium,Enterprise database management system,£243.98,Unavailable,472d4614-2e6e-41c1-91ac-c9d361f82430,2025-10-29
75478a9c-f6e4-4bf4-a60b-d7decdfc6fd9,Database Software Pro,Enterprise database management system,£283.15,Available,4dff78c8-4c16-46a1-bbb1-5733135782a0,2025-10-29
f677afd5-8606-43e2-b24f-6878847edd53,Database Software Standard,Enterprise database management system,£351.11,Available,ca1b620d-1d91-452d-842c-8a5b4db49daa,2025-10-29
7bfbdbbb-7ef9-4591-909a-6f7e22b63810,Design Software Premium,Vector graphics and design software,£284.15,Available,03282607-e948-4364-b066-77d77845da4e,2025-10-29
6d8cbba5-1c31-4646-bc7b-4ef8d540efeb,Design Software Pro,Vector graphics and design software,£275.78,Available,5f99048a-c6a2-46bc-842e-0cf2c72617ac,2025-10-29
2202a3a4-cef3-4c01-a6b0-de62527e89b3,Design Software Standard,Vector graphics and design software,£221.89,Available,72628cdf-9402-49e7-8fff-cbfbc497335d,2025-10-29
f0763b3e-52f1-4dda-a38a-dc05f16d3671,Desk Chair Elite,Comfortable ergonomic office chair,£238.45,Unavailable,6f78f56c-6ae4-4e16-bc1a-c01c918569ba,2025-10-29
803fb6e1-22ca-4c67-9d94-cfb36a8e00e3,Desk Chair Premium,Comfortable ergonomic office chair,£253.56,Available,11111111-1111-1111-1111-111111111111,2025-10-29
c7f1b244-9774-4f49-bb82-a957a7c8d79a,Desk Chair Pro,Comfortable ergonomic office chair,£258.31,Available,5f99048a-c6a2-46bc-842e-0cf2c72617ac,2025-10-29
53ee43cc-1655-4bfe-ae21-dd92fd57e82c,Desk Chair Standard,Comfortable ergonomic office chair,£218.63,Unavailable,9d5542a4-193b-4839-8536-05b5bef19c3a,2025-10-29
663cea97-1fad-4306-93f9-fcfd00d647e8,Desk Lamp Premium,LED desk lamp with wireless charging base,£80.67,Available,67b2d976-66f6-4c05-bee6-5b4ca991c70d,2025-10-29
5e1cef33-40d3-40b3-8f6a-5947460e0595,Desk Lamp Pro,LED desk lamp with wireless charging base,£67.54,Available,28f30309-7531-4dc4-a3dc-3248a1ca301d,2025-10-29
de09a5c1-d026-43a8-aed6-8c9b506350ec,Desk Lamp Standard,LED desk lamp with wireless charging base,£84.29,Available,14dab0c5-2ba2-4d2a-92c2-47971f79523a,2025-10-29
9ada6281-7a7c-4572-9bef-73e29c04eb71,Digital Whiteboard Pro,Interactive digital whiteboard,£963.46,Available,66217f42-faa2-4bce-a049-39732f507ef8,2025-10-29
36a80f13-d444-47b0-a4c6-444aab6a556f,Digital Whiteboard Standard,Interactive digital whiteboard,£726.70,Available,ba84160c-aff0-4854-9556-1525254fced8,2025-10-29
1f8bdaa8-cb46-4342-afa7-786396b72a58,Document Camera Pro,HD document camera for presentations,£145.31,Available,9ce798cc-c169-4859-bdff-49275d3c2dc3,2025-10-29
613d87d3-1d42-44fd-bb2b-7b79ddaf1cfa,Document Camera Standard,HD document camera for presentations,£148.07,Available,14dab0c5-2ba2-4d2a-92c2-47971f79523a,2025-10-29
c508f8bf-5e66-4532-846f-99a64eb9b337,Ethernet Cable Premium,Cat 8 Ethernet cable 10ft,£23.73,Available,eb8ea52a-df43-4394-ac2d-ca9376586926,2025-10-29
19ca39a2-0f48-4e03-8e51-07cfd9a4ab92,Ethernet Cable Pro,Cat 8 Ethernet cable 10ft,£16.26,Available,b9ac1983-7f60-474b-a22a-ef3b1ad00a0e,2025-10-29
9439d88b-f13f-4e57-a3f5-d4cee2fec146,Ethernet Cable Standard,Cat 8 Ethernet cable 10ft,£16.29,Unavailable,ba1ea9b5-45b8-42f0-b60b-3f8c7af08c51,2025-10-29
45da77b9-e181-4069-bc17-ff974ad6d046,External HDD Premium,2TB portable external hard drive,£93.86,Available,dda28866-367b-439b-9f70-a61bd4e36ec9,2025-10-29
82404cf0-9d34-4ed5-ae2d-69a7b3ea665c,External HDD Pro,2TB portable external hard drive,£69.85,Unavailable,9ce798cc-c169-4859-bdff-49275d3c2dc3,2025-10-29
e09bf606-7555-48b3-9da7-b4fb370f307f,External HDD Standard,2TB portable external hard drive,£84.00,Available,3751dc62-86b5-4b7a-a989-102c729b60b0,2025-10-29
7a81c668-57bf-4b3b-8dd0-39c5955e9a12,Firewall Elite,Next-generation security firewall,£526.42,Available,d0c33765-6f0c-4e44-be03-4d0534011094,2025-10-29
7abf0954-6dfa-48b5-acde-2fa1646fcce9,Firewall Premium,Next-generation security firewall,£422.81,Available,37cdcc1b-133f-445a-a542-367d2f59d08a,2025-10-29
10cc0cbe-8354-4622-9cab-1aab0b5806f2,Firewall Pro,Next-generation security firewall,£548.13,Available,1624fcc1-d3bd-41e2-a645-6085cc172ce1,2025-10-29
da378fae-2881-454e-9c26-b06a9b8afb7b,Firewall Standard,Next-generation security firewall,£401.64,Available,cc4047b9-cdcd-49a9-b1ad-7721a8c69aa9,2025-10-29
9bc49bfb-947e-4778-9eb3-db8752d7cc23,Gaming Chair Pro,Racing-style gaming chair with RGB lighting,£240.12,Available,9922d7c0-c487-480d-9e5a-61ee8bd3a886,2025-10-29
c73f8208-fece-4311-9447-72b6f1588f4d,Gaming Chair Standard,Racing-style gaming chair with RGB lighting,£274.60,Available,1475a425-f765-46ef-bbcf-8a96f55d2c9a,2025-10-29
3de7bb7c-8b4c-465d-bad1-3e6174249fed,Gaming Headset Pro,7.1 surround sound gaming headset,£174.06,Available,28f30309-7531-4dc4-a3dc-3248a1ca301d,2025-10-29
55b8c363-f9df-4c6d-872e-0641ccc735d3,Gaming Headset Standard,7.1 surround sound gaming headset,£167.19,Available,d0c33765-6f0c-4e44-be03-4d0534011094,2025-10-29
b6cc1306-75ea-45f0-902e-6cdf34260651,Gaming Laptop,High-performance gaming laptop with RTX graphics,"£1,299.99",Available,11111111-1111-1111-1111-111111111111,2025-10-29
3f2416ba-c957-46bd-8214-f466e4fdeac8,Gaming Mouse Pad Pro,Extended RGB gaming mouse pad,£39.09,Available,ca1b620d-1d91-452d-842c-8a5b4db49daa,2025-10-29
10c064e1-c50b-432a-b2a4-cc5f2fed86aa,Gaming Mouse Pad Standard,Extended RGB gaming mouse pad,£47.45,Available,28f30309-7531-4dc4-a3dc-3248a1ca301d,2025-10-29
98af1dfc-ae44-4bc3-a32b-f646306bad57,Graphics Card Premium,High-end graphics card for gaming and AI,£724.63,Unavailable,472d4614-2e6e-41c1-91ac-c9d361f82430,2025-10-29
0d2db44d-95b8-42af-9bfc-553e99432a51,Graphics Card Pro,High-end graphics card for gaming and AI,£899.84,Unavailable,9d5542a4-193b-4839-8536-05b5bef19c3a,2025-10-29
9740d199-fa5b-44c2-b46d-1191acd2d10c,Graphics Card Standard,High-end graphics card for gaming and AI,"£1,007.20",Available,11111111-1111-1111-1111-111111111111,2025-10-29
5e98b693-ffa2-4a21-8ddb-5fa300711859,Green Screen Pro,Collapsible green screen for streaming,£91.94,Available,e79a0369-83e1-4c23-8160-5f3520133d42,2025-10-29
d385117f-6aab-4513-9408-6931ed155b8e,Green Screen Standard,Collapsible green screen for streaming,£90.44,Available,1ea30d85-c3e9-45f3-84c0-3334e6c72743,2025-10-29
fb645a86-1c14-4738-9f01-48057d9b7993,Headphones Pro,Noise-cancelling wireless headphones,£201.26,Unavailable,9a13a590-09c9-43f0-b964-7d449e104262,2025-10-29
3569b2fc-36cd-4362-8386-ea583c1ec686,Headphones Standard,Noise-cancelling wireless headphones,£171.48,Unavailable,cc4047b9-cdcd-49a9-b1ad-7721a8c69aa9,2025-10-29
bba4aaec-59cf-4769-982a-f989f1ad5eac,Label Printer Premium,Thermal label printer for shipping,£110.93,Available,1e4ba9ee-9b17-4336-9f34-030457ee555f,2025-10-29
0e5f6fda-f65e-42ef-8c25-698367e391bf,Label Printer Pro,Thermal label printer for shipping,£143.96,Available,43085414-8dce-49a5-87c5-db26520f46c1,2025-10-29
d937ef8c-da6b-4662-84f7-f154007f44d0,Label Printer Standard,Thermal label printer for shipping,£117.77,Available,7bd89408-d380-4e09-9cad-89e3ffc4958c,2025-10-29
9159c246-d946-4a55-862b-746ee0f64700,Mechanical Gaming Keyboard Elite,Compact mechanical keyboard for gaming,£187.80,Available,1475a425-f765-46ef-bbcf-8a96f55d2c9a,2025-10-29
8622f22b-405f-484d-8d30-fc6858dda19d,Mechanical Gaming Keyboard Premium,Compact mechanical keyboard for gaming,£170.40,Unavailable,ca1b620d-1d91-452d-842c-8a5b4db49daa,2025-10-29
1fbfcb88-eae5-4604-8d8f-b47bd3cbfc25,Mechanical Gaming Keyboard Pro,Compact mechanical keyboard for gaming,£182.06,Available,1475a425-f765-46ef-bbcf-8a96f55d2c9a,2025-10-29
ee298c6b-8474-40c1-8067-ab958b1cee35,Mechanical Gaming Keyboard Standard,Compact mechanical keyboard for gaming,£153.86,Available,67b2d976-66f6-4c05-bee6-5b4ca991c70d,2025-10-29
55e49064-a4c2-4600-b480-18efb4d0209c,Mechanical Keyboard Pro,RGB mechanical keyboard with blue switches,£146.32,Available,e79a0369-83e1-4c23-8160-5f3520133d42,2025-10-29
8b055a0c-9d56-43bf-b890-7157c9267f56,Mechanical Keyboard Standard,RGB mechanical keyboard with blue switches,£117.52,Available,4fc3583e-55fd-49da-b392-5af2a07bb81e,2025-10-29
35b02c97-8746-4368-9d23-6192423e3329,Mesh System Premium,Whole-home mesh WiFi system,£295.24,Available,1e4ba9ee-9b17-4336-9f34-030457ee555f,2025-10-29
15a764be-a717-45c5-9c8a-34d20fa379ae,Mesh System Pro,Whole-home mesh WiFi system,£253.00,Available,ba84160c-aff0-4854-9556-1525254fced8,2025-10-29
4bd50852-f484-4500-84b3-eaa05858fdc6,Mesh System Standard,Whole-home mesh WiFi system,£353.64,Available,e79a0369-83e1-4c23-8160-5f3520133d42,2025-10-29
7296b77c-1c67-48cd-a17b-458a6673c57a,Microphone Premium,Professional USB microphone for streaming,£130.46,Unavailable,8d17be57-b649-4b03-b08e-17bda79b0eae,2025-10-29
bc03b741-8753-4dda-b857-446aa020ed57,Microphone Pro,Professional USB microphone for streaming,£113.52,Available,11111111-1111-1111-1111-111111111111,2025-10-29
5c40477b-2724-433b-9011-0e068c8a023e,Microphone Standard,Professional USB microphone for streaming,£126.16,Available,28f30309-7531-4dc4-a3dc-3248a1ca301d,2025-10-29
65d23047-e42c-4116-b58b-8d619d5be608,Modem Elite,DOCSIS 3.1 cable modem,£80.10,Available,7bd89408-d380-4e09-9cad-89e3ffc4958c,2025-10-29
c01b4e9f-4499-410f-9215-2700d4bc4970,Modem Premium,DOCSIS 3.1 cable modem,£97.55,Unavailable,58c0a534-dfe9-4849-924b-0fc2f64c039c,2025-10-29
e2a973a1-d192-4b96-ba4f-5972b4e0b802,Modem Pro,DOCSIS 3.1 cable modem,£73.46,Available,7bd89408-d380-4e09-9cad-89e3ffc4958c,2025-10-29
f6d7bf85-6ad2-44ab-ae13-4f42978244a9,Modem Standard,DOCSIS 3.1 cable modem,£79.45,Available,57d232b4-de62-4b72-9c9f-5074b948d563,2025-10-29
8a86692a-2570-4d64-88d4-b4fe39a37d70,Monitor Arm Elite,Dual monitor mounting arm,£106.88,Available,1ea30d85-c3e9-45f3-84c0-3334e6c72743,2025-10-29
ab10d523-7b16-49a6-a151-cbf4d939ad57,Monitor Arm Premium,Dual monitor mounting arm,£105.94,Available,1624fcc1-d3bd-41e2-a645-6085cc172ce1,2025-10-29
7322df73-480e-4dbd-b89e-868cac216220,Monitor Arm Pro,Dual monitor mounting arm,£103.67,Available,ca1b620d-1d91-452d-842c-8a5b4db49daa,2025-10-29
bbd7c120-6785-4fff-9ee5-ece7ca310b7e,Monitor Arm Standard,Dual monitor mounting arm,£74.94,Available,cc4047b9-cdcd-49a9-b1ad-7721a8c69aa9,2025-10-29
1ee933d6-4a8c-45d9-923b-51b7789159b4,Motherboard Pro,Gaming motherboard with RGB lighting,£310.99,Available,14dab0c5-2ba2-4d2a-92c2-47971f79523a,2025-10-29
d9b9d731-08ef-4c62-8e40-0abe28904a06,Motherboard Standard,Gaming motherboard with RGB lighting,£257.82,Unavailable,e459ce21-d225-4580-b279-43040cd8f86e,2025-10-29
f54629e4-ad9a-4ea5-83ad-8c6e44cddc4e,Motion Sensor Pro,Wireless motion sensor for automation,£35.02,Available,3751dc62-86b5-4b7a-a989-102c729b60b0,2025-10-29
b0b0ee69-1776-415c-8765-863ad71220e7,Motion Sensor Standard,Wireless motion sensor for automation,£25.30,Available,8d17be57-b649-4b03-b08e-17bda79b0eae,2025-10-29
b4ae3961-8953-47bd-9958-2f4b80fb697c,Network Analyzer Elite,WiFi analyzer and spectrum scanner,£296.79,Available,7bd89408-d380-4e09-9cad-89e3ffc4958c,2025-10-29
d2058f2b-abe9-4bef-8205-75421209fb89,Network Analyzer Premium,WiFi analyzer and spectrum scanner,£355.21,Available,6f78f56c-6ae4-4e16-bc1a-c01c918569ba,2025-10-29
0444527a-dd6d-4162-805d-40f265b2c4da,Network Analyzer Pro,WiFi analyzer and spectrum scanner,£310.44,Available,bd6c7d57-73fe-4810-afc0-93c7d863dff8,2025-10-29
f3bda542-4f16-4ab0-a3f6-76631f11ca72,Network Analyzer Standard,WiFi analyzer and spectrum scanner,£264.85,Available,d0c33765-6f0c-4e44-be03-4d0534011094,2025-10-29
cb78c0cf-91f8-4a81-94f1-e8b2123a038a,Network Card Elite,Gigabit Ethernet PCI network adapter,£28.80,Available,4fc3583e-55fd-49da-b392-5af2a07bb81e,2025-10-29
073750cb-a6b6-4a80-9bde-dfc6cfc9452a,Network Card Premium,Gigabit Ethernet PCI network adapter,£21.21,Available,28f30309-7531-4dc4-a3dc-3248a1ca301d,2025-10-29
a0076059-9c8b-4217-9adf-e9d63376abea,Network Card Pro,Gigabit Ethernet PCI network adapter,£25.59,Available,9ce798cc-c169-4859-bdff-49275d3c2dc3,2025-10-29
5d8388ab-7274-4545-b6c3-021157fcad1a,Network Card Standard,Gigabit Ethernet PCI network adapter,£28.82,Available,6828578e-0253-4ef6-bc34-c45a717c8fb8,2025-10-29
30132b15-6436-4eb0-a992-b667ddd290fd,Network Switch Pro,8-port gigabit Ethernet switch,£40.95,Available,9922d7c0-c487-480d-9e5a-61ee8bd3a886,2025-10-29
d2c9403c-ef08-4d39-9e7d-20f8c69afb47,Network Switch Standard,8-port gigabit Ethernet switch,£51.62,Available,9a13a590-09c9-43f0-b964-7d449e104262,2025-10-29
53c554d0-e49d-448d-ba00-07c3d03481f8,Office Suite Pro,Complete productivity office suite,£145.87,Unavailable,e79a0369-83e1-4c23-8160-5f3520133d42,2025-10-29
c59d23b9-5690-44ac-ace6-b1f79a72ac84,Office Suite Standard,Complete productivity office suite,£152.47,Available,1475a425-f765-46ef-bbcf-8a96f55d2c9a,2025-10-29
6ef4e220-37ac-4632-a654-a1a7e41ee4f5,Optical Drive Elite,Blu-ray writer with M-DISC support,£71.17,Available,68dd810d-676c-47df-ab02-9257f7ad4835,2025-10-29
89c09890-cefc-403e-96bf-a1553384d5c6,Optical Drive Premium,Blu-ray writer with M-DISC support,£80.92,Available,5e0d0700-f625-4a9c-bce7-d9147df62799,2025-10-29
b43b3435-0dd0-472d-8827-8a28aa1c0a2b,Optical Drive Pro,Blu-ray writer with M-DISC support,£59.49,Available,66217f42-faa2-4bce-a049-39732f507ef8,2025-10-29
c727f14b-ed4b-41c6-8884-ab3b110db152,Optical Drive Standard,Blu-ray writer with M-DISC support,£67.30,Available,bd6c7d57-73fe-4810-afc0-93c7d863dff8,2025-10-29
4924b909-85e0-4ced-b74f-521ccef3c7ea,Phone Case Premium,Protective case for latest smartphone,£28.89,Available,1475a425-f765-46ef-bbcf-8a96f55d2c9a,2025-10-29
70f40ad8-820d-436e-a604-de14ac3b9d24,Phone Case Pro,Protective case for latest smartphone,£24.53,Available,472d4614-2e6e-41c1-91ac-c9d361f82430,2025-10-29
fd971c63-b9d6-4040-bac3-e6c38bc3fe36,Phone Case Standard,Protective case for latest smartphone,£28.71,Unavailable,472d4614-2e6e-41c1-91ac-c9d361f82430,2025-10-29
b5ef5244-6fb6-4c57-addd-025d681e790e,Phone Stand Premium,Adjustable desktop phone stand,£18.09,Available,68dd810d-676c-47df-ab02-9257f7ad4835,2025-10-29
c6f55701-4c13-4625-95c7-fa8f03838c14,Phone Stand Pro,Adjustable desktop phone stand,£16.82,Available,6aefd317-efef-4a70-ac1e-617d716f6822,2025-10-29
7f2846b7-96ad-4c3e-af5a-e8d23786bb41,Phone Stand Standard,Adjustable desktop phone stand,£14.63,Available,72628cdf-9402-49e7-8fff-cbfbc497335d,2025-10-29
2f92455c-c9fb-4728-9c34-5f070d044ae7,Photo Editor Elite,Professional photo editing software,£119.57,Available,1624fcc1-d3bd-41e2-a645-6085cc172ce1,2025-10-29
842cc267-8873-4aaa-bf8c-a21afbaeee50,Photo Editor Premium,Professional photo editing software,£112.06,Available,492682a9-7927-46fd-a261-73c538675972,2025-10-29
278743a1-9eb6-4be2-aa3b-85318ade1ed8,Photo Editor Pro,Professional photo editing software,£83.97,Unavailable,03d29702-0fd2-484d-84f9-a1cd9c1a1fe3,2025-10-29
71bcf5d0-2b02-49fb-839a-f4f39b6fe00e,Photo Editor Standard,Professional photo editing software,£101.20,Unavailable,7bd89408-d380-4e09-9cad-89e3ffc4958c,2025-10-29
04166f7a-403f-48e2-9f37-287e38b2b243,Portable Battery Elite,"20,000mAh portable power bank",£52.06,Available,6f78f56c-6ae4-4e16-bc1a-c01c918569ba,2025-10-29
d504080e-430b-4e5e-8d91-c06b54095ace,Portable Battery Premium,"20,000mAh portable power bank",£58.52,Available,2775b4f1-8684-4f7e-846a-433ea3d46a74,2025-10-29
0002ae93-3041-44a8-af7c-a2f65d4b1317,Portable Battery Pro,"20,000mAh portable power bank",£51.06,Unavailable,66217f42-faa2-4bce-a049-39732f507ef8,2025-10-29
6ecf3a10-7551-4607-858c-710a4bc28794,Portable Battery Standard,"20,000mAh portable power bank",£45.69,Available,68dd810d-676c-47df-ab02-9257f7ad4835,2025-10-29
06041eb3-11b8-4ee9-baf8-bffe3b0332c9,Power Supply Elite,80+ Gold certified modular power supply,£129.73,Available,ba1ea9b5-45b8-42f0-b60b-3f8c7af08c51,2025-10-29
f8dc543d-8e5f-4844-8e2f-d6a2ec0df76a,Power Supply Premium,80+ Gold certified modular power supply,£129.54,Available,cc4047b9-cdcd-49a9-b1ad-7721a8c69aa9,2025-10-29
0430e7f1-1c13-4440-b2be-9586157bd118,Power Supply Pro,80+ Gold certified modular power supply,£163.32,Available,9ce798cc-c169-4859-bdff-49275d3c2dc3,2025-10-29
89f5b9e8-bc44-4c37-ab0d-0565f7c68085,Power Supply Standard,80+ Gold certified modular power supply,£171.00,Available,e459ce21-d225-4580-b279-43040cd8f86e,2025-10-29
ef910ee5-3356-4efe-bc32-5406f3dc466f,Powerline Adapter Pro,Gigabit powerline network adapter kit,£58.21,Available,8d17be57-b649-4b03-b08e-17bda79b0eae,2025-10-29
8a810e30-cc21-4cb8-b933-1e1e1ffdebf1,Powerline Adapter Standard,Gigabit powerline network adapter kit,£73.41,Available,43085414-8dce-49a5-87c5-db26520f46c1,2025-10-29
0e8fbabe-4d7d-4fa9-9d78-12d0d20e24a0,Presentation Remote Premium,Wireless presentation remote with laser pointer,£27.48,Available,1e4ba9ee-9b17-4336-9f34-030457ee555f,2025-10-29
ab6baaed-13cf-421d-8b76-6f2c5410c647,Presentation Remote Pro,Wireless presentation remote with laser pointer,£25.19,Unavailable,43085414-8dce-49a5-87c5-db26520f46c1,2025-10-29
